"Date","Price","Open","High","Low","Vol.","Change %"
"2000-02-06","5.7134","5.7115","5.7134","5.7115","","-0.62%"
"2000-01-30","5.7492","5.7472","5.7492","5.7472","","0.38%"
"2000-01-23","5.7276","5.7256","5.7276","5.7256","","-0.37%"
"2000-01-16","5.7489","5.7469","5.7489","5.7469","","0.65%"
"2000-01-09","5.7117","5.7097","5.7117","5.7097","","0.43%"
"2000-01-02","5.6871","5.6852","5.6871","5.6852","","-0.16%"
"1999-12-26","5.6963","5.6943","5.6963","5.6943","","0.96%"
"1999-12-19","5.6424","5.6404","5.6424","5.6404","","0.72%"
"1999-12-12","5.6018","5.5999","5.6018","5.5999","","-0.10%"
"1999-12-05","5.6075","5.6056","5.6075","5.6056","","0.23%"
"1999-11-28","5.5947","5.5928","5.5947","5.5928","","-0.75%"
"1999-11-21","5.6370","5.6351","5.6370","5.6351","","-0.47%"
"1999-11-14","5.6636","5.6617","5.6636","5.6617","","0.07%"
"1999-11-07","5.6594","5.6575","5.6594","5.6575","","0.40%"
"1999-10-31","5.6370","5.6351","5.6370","5.6351","","0.13%"
"1999-10-24","5.6297","5.6278","5.6297","5.6278","","0.46%"
"1999-10-17","5.6039","5.6020","5.6039","5.6020","","0.74%"
"1999-10-10","5.5628","5.5609","5.5628","5.5609","","-1.15%"
"1999-10-03","5.6277","5.6258","5.6277","5.6258","","0.24%"
"1999-09-26","5.6140","5.6121","5.6140","5.6121","","-0.20%"
"1999-09-19","5.6252","5.6233","5.6252","5.6233","","-0.01%"
"1999-09-12","5.6256","5.6237","5.6256","5.6237","","0.22%"
"1999-09-05","5.6134","5.6124","5.6134","5.6124","","1.08%"
"1999-08-29","5.5532","5.5513","5.5532","5.5513","","-0.10%"
"1999-08-22","5.5588","5.5570","5.5588","5.5570","","0.47%"
"1999-08-15","5.5328","5.5310","5.5328","5.5310","","-1.22%"
"1999-08-08","5.6012","5.5993","5.6012","5.5993","","1.75%"
"1999-08-01","5.5050","5.5032","5.5050","5.5032","","0.23%"
"1999-07-25","5.4924","5.4905","5.4924","5.4905","","-0.02%"
"1999-07-18","5.4935","5.4916","5.4935","5.4916","","-1.56%"
"1999-07-11","5.5803","5.5784","5.5803","5.5784","","-0.80%"
"1999-07-04","5.6253","5.6234","5.6253","5.6234","","-0.53%"
"1999-06-27","5.6552","5.6533","5.6552","5.6533","","0.19%"
"1999-06-20","5.6446","5.6436","5.6446","5.6436","","-0.17%"
"1999-06-13","5.6543","5.6523","5.6543","5.6523","","-0.13%"
"1999-06-06","5.6619","5.6599","5.6619","5.6599","","0.55%"
"1999-05-30","5.6310","5.6291","5.6310","5.6291","","0.09%"
"1999-05-23","5.6257","5.6247","5.6257","5.6247","","-0.73%"
"1999-05-16","5.6671","5.6652","5.6671","5.6652","","0.24%"
"1999-05-09","5.6536","5.6516","5.6536","5.6516","","-0.46%"
"1999-05-02","5.6797","5.6777","5.6797","5.6777","","-0.08%"
"1999-04-25","5.6841","5.6822","5.6841","5.6822","","1.30%"
"1999-04-18","5.6112","5.6093","5.6112","5.6093","","0.19%"
"1999-04-11","5.6005","5.5986","5.6005","5.5986","","1.48%"
"1999-04-04","5.5187","5.5169","5.5187","5.5169","","-0.35%"
"1999-03-28","5.5381","5.5363","5.5381","5.5363","","1.25%"
"1999-03-21","5.4698","5.4680","5.4698","5.4680","","0.11%"
"1999-03-14","5.4637","5.4619","5.4637","5.4619","","0.60%"
"1999-03-07","5.4313","5.4295","5.4313","5.4295","","-0.39%"
"1999-02-28","5.4526","5.4508","5.4526","5.4508","","-0.68%"
"1999-02-21","5.4902","5.4884","5.4902","5.4884","","-1.39%"
"1999-02-14","5.5674","5.5655","5.5674","5.5655","","0.28%"
"1999-02-07","5.5517","5.5498","5.5517","5.5498","","-0.03%"
"1999-01-31","5.5535","5.5516","5.5535","5.5516","","1.34%"
"1999-01-24","5.4800","5.4782","5.4800","5.4782","","0.49%"
"1999-01-17","5.4535","5.4517","5.4535","5.4517","","0.51%"
"1999-01-10","5.4259","5.4241","5.4259","5.4241","","-0.88%"
"1999-01-03","5.4738","5.4720","5.4738","5.4720","","2.40%"
"1998-12-27","5.3457","5.3440","5.3457","5.3440","","0.19%"
"1998-12-20","5.3356","5.3339","5.3356","5.3339","","-0.48%"
"1998-12-13","5.3613","5.3596","5.3613","5.3596","","-0.13%"
"1998-12-06","5.3681","5.3664","5.3681","5.3664","","-0.48%"
"1998-11-29","5.3942","5.3925","5.3942","5.3925","","-0.02%"
"1998-11-22","5.3955","5.3937","5.3955","5.3937","","0.87%"
"1998-11-15","5.3491","5.3474","5.3491","5.3474","","0.13%"
"1998-11-08","5.3422","5.3405","5.3422","5.3405","","-1.06%"
"1998-11-01","5.3996","5.3979","5.3996","5.3979","","0.63%"
"1998-10-25","5.3658","5.3640","5.3658","5.3640","","0.03%"
"1998-10-18","5.3643","5.3626","5.3643","5.3626","","0.12%"
"1998-10-11","5.3578","5.3561","5.3578","5.3561","","-0.16%"
"1998-10-04","5.3662","5.3645","5.3662","5.3645","","0.12%"
"1998-09-27","5.3597","5.3579","5.3597","5.3579","","-2.09%"
"1998-09-20","5.4742","5.4733","5.4742","5.4733","","0.76%"
"1998-09-13","5.4330","5.4321","5.4330","5.4321","","-0.66%"
"1998-09-06","5.4691","5.4682","5.4691","5.4682","","0.43%"
"1998-08-30","5.4455","5.4437","5.4455","5.4437","","2.73%"
"1998-08-23","5.3009","5.2992","5.3009","5.2992","","-1.15%"
"1998-08-16","5.3628","5.3619","5.3628","5.3619","","-1.76%"
"1998-08-09","5.4590","5.4581","5.4590","5.4581","","0.30%"
"1998-08-02","5.4425","5.4416","5.4425","5.4416","","-0.56%"
"1998-07-26","5.4734","5.4725","5.4734","5.4725","","-0.87%"
"1998-07-19","5.5216","5.5207","5.5216","5.5207","","-0.77%"
"1998-07-12","5.5646","5.5636","5.5646","5.5636","","-0.65%"
"1998-07-05","5.6009","5.6000","5.6009","5.6000","","-0.69%"
"1998-06-28","5.6396","5.6387","5.6396","5.6387","","0.11%"
"1998-06-21","5.6334","5.6325","5.6334","5.6325","","0.10%"
"1998-06-14","5.6276","5.6266","5.6276","5.6266","","-0.33%"
"1998-06-07","5.6463","5.6453","5.6463","5.6453","","-0.58%"
"1998-05-31","5.6791","5.6781","5.6791","5.6781","","-0.09%"
"1998-05-24","5.6843","5.6833","5.6843","5.6833","","-0.51%"
"1998-05-17","5.7137","5.7127","5.7137","5.7127","","-0.04%"
"1998-05-10","5.7160","5.7150","5.7160","5.7150","","-0.82%"
"1998-05-03","5.7634","5.7624","5.7634","5.7624","","-0.18%"
"1998-04-26","5.7740","5.7730","5.7740","5.7730","","0.04%"
"1998-04-19","5.7717","5.7707","5.7717","5.7707","","-0.40%"
"1998-04-12","5.7950","5.7930","5.7950","5.7930","","-0.16%"
"1998-04-05","5.8040","5.8019","5.8040","5.8019","","-0.46%"
"1998-03-29","5.8309","5.8299","5.8309","5.8299","","-0.22%"
"1998-03-22","5.8438","5.8427","5.8438","5.8427","","0.16%"
"1998-03-15","5.8346","5.8335","5.8346","5.8335","","-0.45%"
"1998-03-08","5.8612","5.8601","5.8612","5.8601","","0.42%"
"1998-03-01","5.8366","5.8356","5.8366","5.8356","","0.37%"
"1998-02-22","5.8148","5.8138","5.8148","5.8138","","-0.30%"
"1998-02-15","5.8322","5.8312","5.8322","5.8312","","1.71%"
"1998-02-08","5.7341","5.7331","5.7341","5.7331","","-0.84%"
"1998-02-01","5.7825","5.7815","5.7825","5.7815","","1.58%"
"1998-01-25","5.6926","5.6916","5.6926","5.6916","","-0.16%"
"1998-01-18","5.7019","5.7009","5.7019","5.7009","","-1.03%"
"1998-01-11","5.7615","5.7605","5.7615","5.7605","","-0.46%"
"1998-01-04","5.7884","5.7874","5.7884","5.7874","","-0.39%"
"1997-12-28","5.8111","5.8101","5.8111","5.8101","","0.78%"
"1997-12-21","5.7663","5.7663","5.7663","5.7663","","-0.30%"
"1997-12-14","5.7835","5.7835","5.7835","5.7835","","-0.79%"
"1997-12-07","5.8297","5.8297","5.8297","5.8297","","0.27%"
"1997-11-30","5.8138","5.8138","5.8138","5.8138","","-0.04%"
"1997-11-23","5.8164","5.8164","5.8164","5.8164","","-0.38%"
"1997-11-16","5.8385","5.8385","5.8385","5.8385","","-0.36%"
"1997-11-09","5.8595","5.8595","5.8595","5.8595","","-0.27%"
"1997-11-02","5.8756","5.8756","5.8756","5.8756","","-0.06%"
"1997-10-26","5.8789","5.8789","5.8789","5.8789","","-1.20%"
"1997-10-19","5.9506","5.9506","5.9506","5.9506","","-0.40%"
"1997-10-12","5.9747","5.9747","5.9747","5.9747","","-0.59%"
"1997-10-05","6.0099","6.0099","6.0099","6.0099","","-0.44%"
"1997-09-28","6.0364","6.0364","6.0364","6.0364","","0.89%"
"1997-09-21","5.9832","5.9832","5.9832","5.9832","","0.30%"
"1997-09-14","5.9653","5.9653","5.9653","5.9653","","0.26%"
"1997-09-07","5.9498","5.9498","5.9498","5.9498","","-0.83%"
"1997-08-31","5.9996","5.9996","5.9996","5.9996","","0.47%"
"1997-08-24","5.9715","5.9715","5.9715","5.9715","","0.30%"
"1997-08-17","5.9539","5.9539","5.9539","5.9539","","-0.09%"
"1997-08-10","5.9590","5.9590","5.9590","5.9590","","-0.02%"
"1997-08-03","5.9604","5.9604","5.9604","5.9604","","-0.70%"
"1997-07-27","6.0022","6.0022","6.0022","6.0022","","0.27%"
"1997-07-20","5.9859","5.9859","5.9859","5.9859","","-0.76%"
"1997-07-13","6.0315","6.0315","6.0315","6.0315","","-0.29%"
"1997-07-06","6.0493","6.0493","6.0493","6.0493","","0.32%"
"1997-06-29","6.0303","6.0303","6.0303","6.0303","","0.43%"
"1997-06-22","6.0043","6.0043","6.0043","6.0043","","0.62%"
"1997-06-15","5.9673","5.9673","5.9673","5.9673","","-0.56%"
"1997-06-08","6.0007","6.0007","6.0007","6.0007","","0.08%"
"1997-06-01","5.9957","5.9957","5.9957","5.9957","","-0.46%"
"1997-05-25","6.0232","6.0232","6.0232","6.0232","","-0.07%"
"1997-05-18","6.0273","6.0273","6.0273","6.0273","","-0.16%"
"1997-05-11","6.0370","6.0370","6.0370","6.0370","","1.33%"
"1997-05-04","5.9577","5.9577","5.9577","5.9577","","-0.86%"
"1997-04-27","6.0092","6.0092","6.0092","6.0092","","1.28%"
"1997-04-20","5.9334","5.9334","5.9334","5.9334","","0.11%"
"1997-04-13","5.9268","5.9268","5.9268","5.9268","","-0.11%"
"1997-04-06","5.9336","5.9336","5.9336","5.9336","","-0.45%"
"1997-03-30","5.9603","5.9603","5.9603","5.9603","","-0.80%"
"1997-03-23","6.0084","6.0084","6.0084","6.0084","","-0.12%"
"1997-03-16","6.0157","6.0157","6.0157","6.0157","","-0.98%"
"1997-03-09","6.0755","6.0755","6.0755","6.0755","","0.29%"
"1997-03-02","6.0579","6.0579","6.0579","6.0579","","-0.07%"
"1997-02-23","6.0621","6.0621","6.0621","6.0621","","-0.28%"
"1997-02-16","6.0794","6.0794","6.0794","6.0794","","-1.07%"
"1997-02-09","6.1449","6.1449","6.1449","6.1449","","0.08%"
"1997-02-02","6.1401","6.1401","6.1401","6.1401","","-0.21%"
"1997-01-26","6.1533","6.1533","6.1533","6.1533","","0.12%"
"1997-01-19","6.1459","6.1459","6.1459","6.1459","","-0.65%"
"1997-01-12","6.1861","6.1861","6.1861","6.1861","","0.58%"
"1997-01-05","6.1503","6.1503","6.1503","6.1503","","1.58%"
"1996-12-29","6.0549","6.0549","6.0549","6.0549","","-0.17%"
"1996-12-22","6.0655","6.0655","6.0655","6.0655","","0.03%"
"1996-12-15","6.0637","6.0637","6.0637","6.0637","","-0.41%"
"1996-12-08","6.0888","6.0888","6.0888","6.0888","","-0.26%"
"1996-12-01","6.1044","6.1044","6.1044","6.1044","","-0.59%"
"1996-11-24","6.1408","6.1408","6.1408","6.1408","","-0.82%"
"1996-11-17","6.1916","6.1916","6.1916","6.1916","","-0.11%"
"1996-11-10","6.1987","6.1987","6.1987","6.1987","","-0.52%"
"1996-11-03","6.2313","6.2313","6.2313","6.2313","","0.17%"
"1996-10-27","6.2208","6.2208","6.2208","6.2208","","0.88%"
"1996-10-20","6.1664","6.1664","6.1664","6.1664","","0.27%"
"1996-10-13","6.1497","6.1497","6.1497","6.1497","","0.26%"
"1996-10-06","6.1340","6.1340","6.1340","6.1340","","0.10%"
"1996-09-29","6.1278","6.1278","6.1278","6.1278","","0.61%"
"1996-09-22","6.0908","6.0908","6.0908","6.0908","","0.31%"
"1996-09-15","6.0717","6.0717","6.0717","6.0717","","0.15%"
"1996-09-08","6.0625","6.0625","6.0625","6.0625","","0.25%"
"1996-09-01","6.0475","6.0475","6.0475","6.0475","","-0.36%"
"1996-08-25","6.0696","6.0696","6.0696","6.0696","","0.17%"
"1996-08-18","6.0596","6.0596","6.0596","6.0596","","0.24%"
"1996-08-11","6.0453","6.0453","6.0453","6.0453","","-0.29%"
"1996-08-04","6.0628","6.0628","6.0628","6.0628","","0.33%"
"1996-07-28","6.0426","6.0426","6.0426","6.0426","","-0.01%"
"1996-07-21","6.0433","6.0433","6.0433","6.0433","","-0.65%"
"1996-07-14","6.0828","6.0828","6.0828","6.0828","","0.18%"
"1996-07-07","6.0718","6.0718","6.0718","6.0718","","-0.13%"
"1996-06-30","6.0796","6.0796","6.0796","6.0796","","-0.35%"
"1996-06-23","6.1012","6.1012","6.1012","6.1012","","0.09%"
"1996-06-16","6.0955","6.0955","6.0955","6.0955","","0.01%"
"1996-06-09","6.0947","6.0947","6.0947","6.0947","","-0.04%"
"1996-06-02","6.0971","6.0971","6.0971","6.0971","","0.26%"
"1996-05-26","6.0814","6.0814","6.0814","6.0814","","0.35%"
"1996-05-19","6.0602","6.0602","6.0602","6.0602","","-0.36%"
"1996-05-12","6.0820","6.0820","6.0820","6.0820","","0.10%"
"1996-05-05","6.0760","6.0760","6.0760","6.0760","","-0.38%"
"1996-04-28","6.0994","6.0994","6.0994","6.0994","","-0.31%"
"1996-04-21","6.1183","6.1183","6.1183","6.1183","","0.10%"
"1996-04-14","6.1120","6.1120","6.1120","6.1120","","-0.47%"
"1996-04-07","6.1411","6.1411","6.1411","6.1411","","-0.01%"
"1996-03-31","6.1416","6.1416","6.1416","6.1416","","0.19%"
"1996-03-24","6.1300","6.1300","6.1300","6.1300","","0.24%"
"1996-03-17","6.1153","6.1153","6.1153","6.1153","","0.11%"
"1996-03-10","6.1087","6.1087","6.1087","6.1087","","0.43%"
"1996-03-03","6.0825","6.0825","6.0825","6.0825","","0.27%"
"1996-02-25","6.0663","6.0663","6.0663","6.0663","","0.42%"
"1996-02-18","6.0408","6.0408","6.0408","6.0408","","0.37%"
"1996-02-11","6.0187","6.0187","6.0187","6.0187","","-0.64%"
"1996-02-04","6.0577","6.0577","6.0577","6.0577","","0.29%"
"1996-01-28","6.0403","6.0403","6.0403","6.0403","","0.39%"
"1996-01-21","6.0171","6.0171","6.0171","6.0171","","-1.15%"
"1996-01-14","6.0869","6.0869","6.0869","6.0869","","-0.27%"
"1996-01-07","6.1031","6.1031","6.1031","6.1031","","-0.34%"
"1995-12-31","6.1242","6.1242","6.1242","6.1242","","0.48%"
"1995-12-24","6.0951","6.0951","6.0951","6.0951","","-0.12%"
"1995-12-17","6.1023","6.1023","6.1023","6.1023","","0.74%"
"1995-12-10","6.0576","6.0576","6.0576","6.0576","","0.37%"
"1995-12-03","6.0350","6.0350","6.0350","6.0350","","-0.87%"
"1995-11-26","6.0877","6.0877","6.0877","6.0877","","-0.85%"
"1995-11-19","6.1399","6.1399","6.1399","6.1399","","-0.08%"
"1995-11-12","6.1447","6.1447","6.1447","6.1447","","-0.11%"
"1995-11-05","6.1517","6.1517","6.1517","6.1517","","-0.27%"
"1995-10-29","6.1682","6.1682","6.1682","6.1682","","1.19%"
"1995-10-22","6.0956","6.0956","6.0956","6.0956","","-0.55%"
"1995-10-15","6.1293","6.1293","6.1293","6.1293","","-1.25%"
"1995-10-08","6.2069","6.2069","6.2069","6.2069","","-0.56%"
"1995-10-01","6.2420","6.2420","6.2420","6.2420","","0.72%"
"1995-09-24","6.1972","6.1972","6.1972","6.1972","","0.64%"
"1995-09-17","6.1580","6.1580","6.1580","6.1580","","1.15%"
"1995-09-10","6.0881","6.0881","6.0881","6.0881","","-2.07%"
"1995-09-03","6.2170","6.2170","6.2170","6.2170","","0.46%"
"1995-08-27","6.1885","6.1885","6.1885","6.1885","","0.10%"
"1995-08-20","6.1824","6.1824","6.1824","6.1824","","1.09%"
"1995-08-13","6.1160","6.1160","6.1160","6.1160","","0.26%"
"1995-08-06","6.1003","6.1003","6.1003","6.1003","","-0.10%"
"1995-07-30","6.1062","6.1062","6.1062","6.1062","","0.62%"
"1995-07-23","6.0688","6.0688","6.0688","6.0688","","-0.56%"
"1995-07-16","6.1031","6.1031","6.1031","6.1031","","-0.11%"
"1995-07-09","6.1100","6.1100","6.1100","6.1100","","0.06%"
"1995-07-02","6.1061","6.1061","6.1061","6.1061","","0.97%"
"1995-06-25","6.0477","6.0477","6.0477","6.0477","","0.17%"
"1995-06-18","6.0375","6.0375","6.0375","6.0375","","0.56%"
"1995-06-11","6.0039","6.0039","6.0039","6.0039","","-0.32%"
"1995-06-04","6.0232","6.0232","6.0232","6.0232","","-0.06%"
"1995-05-28","6.0267","6.0267","6.0267","6.0267","","-0.42%"
"1995-05-21","6.0519","6.0519","6.0519","6.0519","","-1.05%"
"1995-05-14","6.1159","6.1159","6.1159","6.1159","","-0.13%"
"1995-05-07","6.1241","6.1241","6.1241","6.1241","","-0.66%"
"1995-04-30","6.1645","6.1645","6.1645","6.1645","","-0.54%"
"1995-04-23","6.1979","6.1979","6.1979","6.1979","","0.97%"
"1995-04-16","6.1383","6.1383","6.1383","6.1383","","-0.21%"
"1995-04-09","6.1512","6.1512","6.1512","6.1512","","1.63%"
"1995-04-02","6.0525","6.0525","6.0525","6.0525","","0.57%"
"1995-03-26","6.0180","6.0180","6.0180","6.0180","","0.04%"
"1995-03-19","6.0154","6.0154","6.0154","6.0154","","0.77%"
"1995-03-12","5.9696","5.9696","5.9696","5.9696","","-0.26%"
"1995-03-05","5.9849","5.9849","5.9849","5.9849","","-0.10%"
"1995-02-26","5.9910","5.9910","5.9910","5.9910","","-1.19%"
"1995-02-19","6.0631","6.0631","6.0631","6.0631","","0.85%"
"1995-02-12","6.0118","6.0118","6.0118","6.0118","","-0.08%"
"1995-02-05","6.0167","6.0167","6.0167","6.0167","","-0.13%"
"1995-01-29","6.0244","6.0244","6.0244","6.0244","","1.01%"
"1995-01-22","5.9640","5.9640","5.9640","5.9640","","0.67%"
"1995-01-15","5.9242","5.9242","5.9242","5.9242","","-1.01%"
"1995-01-08","5.9845","5.9845","5.9845","5.9845","","-0.73%"
"1995-01-01","6.0287","6.0287","6.0287","6.0287","","0.10%"
"1994-12-25","6.0227","6.0227","6.0227","6.0227","","-0.38%"
"1994-12-18","6.0456","6.0456","6.0456","6.0456","","-0.79%"
"1994-12-11","6.0936","6.0936","6.0936","6.0936","","-0.78%"
"1994-12-04","6.1415","6.1415","6.1415","6.1415","","-1.00%"
"1994-11-27","6.2038","6.2038","6.2038","6.2038","","0.30%"
"1994-11-20","6.1850","6.1850","6.1850","6.1850","","-0.62%"
"1994-11-13","6.2234","6.2234","6.2234","6.2234","","-0.75%"
"1994-11-06","6.2702","6.2702","6.2702","6.2702","","-0.24%"
"1994-10-30","6.2855","6.2855","6.2855","6.2855","","-0.35%"
"1994-10-23","6.3076","6.3076","6.3076","6.3076","","-0.04%"
"1994-10-16","6.3102","6.3102","6.3102","6.3102","","0.24%"
"1994-10-09","6.2954","6.2954","6.2954","6.2954","","-0.57%"
"1994-10-02","6.3312","6.3312","6.3312","6.3312","","-0.32%"
"1994-09-25","6.3515","6.3515","6.3515","6.3515","","0.04%"
"1994-09-18","6.3487","6.3487","6.3487","6.3487","","0.45%"
"1994-09-11","6.3200","6.3200","6.3200","6.3200","","1.25%"
"1994-09-04","6.2420","6.2420","6.2420","6.2420","","-0.25%"
"1994-08-28","6.2575","6.2575","6.2575","6.2575","","0.07%"
"1994-08-21","6.2532","6.2532","6.2532","6.2532","","0.26%"
"1994-08-14","6.2369","6.2369","6.2369","6.2369","","0.26%"
"1994-08-07","6.2206","6.2206","6.2206","6.2206","","0.25%"
"1994-07-31","6.2053","6.2053","6.2053","6.2053","","-0.22%"
"1994-07-24","6.2187","6.2187","6.2187","6.2187","","-0.76%"
"1994-07-17","6.2666","6.2666","6.2666","6.2666","","-0.12%"
"1994-07-10","6.2743","6.2743","6.2743","6.2743","","0.82%"
"1994-07-03","6.2234","6.2234","6.2234","6.2234","","-0.57%"
"1994-06-26","6.2591","6.2591","6.2591","6.2591","","0.56%"
"1994-06-19","6.2244","6.2244","6.2244","6.2244","","0.06%"
"1994-06-12","6.2205","6.2205","6.2205","6.2205","","-1.22%"
"1994-06-05","6.2974","6.2974","6.2974","6.2974","","0.16%"
"1994-05-29","6.2875","6.2875","6.2875","6.2875","","0.70%"
"1994-05-22","6.2435","6.2435","6.2435","6.2435","","-0.53%"
"1994-05-15","6.2769","6.2769","6.2769","6.2769","","-0.13%"
"1994-05-08","6.2852","6.2852","6.2852","6.2852","","0.20%"
"1994-05-01","6.2727","6.2727","6.2727","6.2727","","-0.16%"
"1994-04-24","6.2828","6.2828","6.2828","6.2828","","-0.35%"
"1994-04-17","6.3049","6.3049","6.3049","6.3049","","0.32%"
"1994-04-10","6.2848","6.2715","6.2848","6.2715","","0.00%"
"1994-04-03","6.2851","6.2671","6.2851","6.2671","","0.20%"
"1994-03-27","6.2726","6.2558","6.2726","6.2558","","-1.08%"
"1994-03-20","6.3411","6.3235","6.3411","6.3235","","-0.33%"
"1994-03-13","6.3621","6.3499","6.3621","6.3499","","-0.69%"
"1994-03-06","6.4066","6.3858","6.4066","6.3858","","-0.43%"
"1994-02-27","6.4342","6.4157","6.4342","6.4157","","-0.15%"
"1994-02-20","6.4441","6.4268","6.4441","6.4268","","-1.04%"
"1994-02-13","6.5116","6.4989","6.5116","6.4989","","0.25%"
"1994-02-06","6.4951","6.4787","6.4951","6.4787","","-0.46%"
"1994-01-30","6.5252","6.4851","6.5252","6.4851","","-0.63%"
